Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-wisg,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: accountName,Spreadsheet: postText,Spreadsheet: postImage,Spreadsheet: accountimage,Spreadsheet: commentnum,Spreadsheet: sharenum,Spreadsheet: reactionum,Spreadsheet: like,Spreadsheet: heart,Spreadsheet: laugh,Spreadsheet: surprise,Spreadsheet: sad,Spreadsheet: disgust,Spreadsheet: angry,Spreadsheet: commentacc1,Spreadsheet: comment1,Spreadsheet: blocks,Spreadsheet: randomise,Spreadsheet: type,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: feedback
4,1758455024396,21/09/2025 11:43,1758458624396,1,21/09/2025 13:43,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,post_single,post,yruilm,1,continue,,26952.69999999553,26949.5,26952.69999999553,26952.69999999553,26949.5,26952.69999999553,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,HistoryFeels,"Nine days after Star Wars opened in 1977, Alec Guinness (Obi-Wan Kenobi) wrote in his diary: ‘Am pinning my hopes on Star Wars percentage which could bring me £100K or more if it does Jaws business, as predicted.’ He ended up earning an estimated $95 million for what amounted to 20 minutes of screen time.
When Star Wars premiered in May 1977, even its cast and crew had little idea of the cultural juggernaut it would become. Alec Guinness, already an accomplished actor with an Academy Award to his name, viewed his role as Obi-Wan Kenobi with some skepticism. In fact, he reportedly found some of the dialogue clunky and even doubted whether the film would resonate with audiences. Yet, shrewdly, Guinness negotiated a deal that included a small percentage of the film’s profits—something highly unusual at the time for an actor in his position.
Just nine days after the movie’s release, Guinness confided in his diary that he was hopeful the percentage might yield him around £100,000 if the film managed to perform like Spielberg’s Jaws. What unfolded was beyond his imagination: Star Wars exploded into a worldwide phenomenon, earning hundreds of millions and spawning a multi-decade franchise. Guinness’s share ultimately netted him an estimated $95 million over the years for less than half an hour of actual screen time.
His decision remains one of the most legendary deals in Hollywood history—a testament to foresight, negotiation, and a little bit of luck. Obi-Wan Kenobi became not only an iconic character but also a financial windfall Guinness could never have predicted.",star wars image.jpg,starwars ID.png,,76,,45,,,55,,,,,,sm_1,1,filler_test,,,
5,1758455024396,21/09/2025 11:43,1758458624396,1,21/09/2025 13:43,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,post_single,post,yruilm,1,response,surprise,22416,26949.5,26953.5,22416,26949.5,26953.5,1,4537.5,0,react,Social Media,Social Media,1,object-19,post_single,HistoryFeels,"Nine days after Star Wars opened in 1977, Alec Guinness (Obi-Wan Kenobi) wrote in his diary: ‘Am pinning my hopes on Star Wars percentage which could bring me £100K or more if it does Jaws business, as predicted.’ He ended up earning an estimated $95 million for what amounted to 20 minutes of screen time.
When Star Wars premiered in May 1977, even its cast and crew had little idea of the cultural juggernaut it would become. Alec Guinness, already an accomplished actor with an Academy Award to his name, viewed his role as Obi-Wan Kenobi with some skepticism. In fact, he reportedly found some of the dialogue clunky and even doubted whether the film would resonate with audiences. Yet, shrewdly, Guinness negotiated a deal that included a small percentage of the film’s profits—something highly unusual at the time for an actor in his position.
Just nine days after the movie’s release, Guinness confided in his diary that he was hopeful the percentage might yield him around £100,000 if the film managed to perform like Spielberg’s Jaws. What unfolded was beyond his imagination: Star Wars exploded into a worldwide phenomenon, earning hundreds of millions and spawning a multi-decade franchise. Guinness’s share ultimately netted him an estimated $95 million over the years for less than half an hour of actual screen time.
His decision remains one of the most legendary deals in Hollywood history—a testament to foresight, negotiation, and a little bit of luck. Obi-Wan Kenobi became not only an iconic character but also a financial windfall Guinness could never have predicted.",star wars image.jpg,starwars ID.png,,76,,45,,,55,,,,,,sm_1,1,filler_test,,,
6,1758455037679,21/09/2025 11:43,1758458637679,1,21/09/2025 13:43,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,post_single,post,yruilm,1,continue,,13286.69999999553,13282.900000000001,13286.69999999553,13286.69999999553,13282.900000000001,13286.69999999553,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,fashion_now567,Last Day 🔥 Promotion 50% OFF A Bluetooth fashion smartwatch.🔥 $85.69 redcued to $59.99 Save 30%. HURRY! ONLY 45 LEFT IN STOCK. 98% customer buy 2-4 items to use daily and gifts for their beloved one. Sale ending in 2:43 hours,watch1.jpg,,87,,,45,13,,7,,,,fangirl444,GREAT!!!! ARRIVED QUICKLY AND SAVED ££££,sm_1,1,filler,,,
7,1758455095346,21/09/2025 11:44,1758458695346,1,21/09/2025 13:44,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,post_single,post,yruilm,1,action,like,57665.700000000004,57665.700000000004,57669.49999999851,57665.700000000004,57665.700000000004,57669.49999999851,1,3.799999998504063,0,react,Social Media,Social Media,1,object-19,post_single,history of the World,"On an ordinary summer morning in 2005, a bored and restless Canadian named Kyle MacDonald sat at his desk, staring at a small red paperclip lying nearby. Out of nowhere, a wild, ridiculous idea struck him: *“What if I could trade this paperclip… and keep trading up until I get a house?”* His heart pounded. He laughed at the absurdity—but then decided to give it a try.
His first trade was simple: he posted a photo of the red paperclip online and someone offered him a novelty fish-shaped pen in exchange. That pen led to a hand-sculpted doorknob, then a camping stove, then a generator, and eventually a snowmobile. As his trades gained attention, people from across the internet followed his journey, and the offers became more bizarre and exciting. At one point, he traded for a recording contract, then for a role in an actual Hollywood film.
Finally, after just 14 trades, the town of Kipling in Saskatchewan made him an unbelievable offer: *“Give us the movie role, and we’ll give you a house.”* Kyle accepted—and moved into his new home, keys in hand. What began as a joke became an internet legend. He wrote a book called *One Red Paperclip""* and inspired millions with his creative thinking and fearless ambition. Sometimes, all it takes to change your life is a tiny red paperclip—and the courage to start your own crazy game.""",paperclip pic.png,paperclip ID.png,23,13,5,55,,,,,,,,,sm_1,1,filler_test,,,
8,1758455105131,21/09/2025 11:45,1758458705131,1,21/09/2025 13:45,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,post_single,post,yruilm,1,continue,,67456.1,67449.29999999999,67456.1,67456.1,67449.29999999999,67456.1,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,history of the World,"On an ordinary summer morning in 2005, a bored and restless Canadian named Kyle MacDonald sat at his desk, staring at a small red paperclip lying nearby. Out of nowhere, a wild, ridiculous idea struck him: *“What if I could trade this paperclip… and keep trading up until I get a house?”* His heart pounded. He laughed at the absurdity—but then decided to give it a try.
His first trade was simple: he posted a photo of the red paperclip online and someone offered him a novelty fish-shaped pen in exchange. That pen led to a hand-sculpted doorknob, then a camping stove, then a generator, and eventually a snowmobile. As his trades gained attention, people from across the internet followed his journey, and the offers became more bizarre and exciting. At one point, he traded for a recording contract, then for a role in an actual Hollywood film.
Finally, after just 14 trades, the town of Kipling in Saskatchewan made him an unbelievable offer: *“Give us the movie role, and we’ll give you a house.”* Kyle accepted—and moved into his new home, keys in hand. What began as a joke became an internet legend. He wrote a book called *One Red Paperclip""* and inspired millions with his creative thinking and fearless ambition. Sometimes, all it takes to change your life is a tiny red paperclip—and the courage to start your own crazy game.""",paperclip pic.png,paperclip ID.png,23,13,5,55,,,,,,,,,sm_1,1,filler_test,,,
9,1758455105132,21/09/2025 11:45,1758458705132,1,21/09/2025 13:45,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,post_single,post,yruilm,1,response,like,57665.700000000004,67449.29999999999,67456.69999999405,57665.700000000004,67449.29999999999,67456.69999999405,1,9790.999999994041,0,react,Social Media,Social Media,1,object-19,post_single,history of the World,"On an ordinary summer morning in 2005, a bored and restless Canadian named Kyle MacDonald sat at his desk, staring at a small red paperclip lying nearby. Out of nowhere, a wild, ridiculous idea struck him: *“What if I could trade this paperclip… and keep trading up until I get a house?”* His heart pounded. He laughed at the absurdity—but then decided to give it a try.
His first trade was simple: he posted a photo of the red paperclip online and someone offered him a novelty fish-shaped pen in exchange. That pen led to a hand-sculpted doorknob, then a camping stove, then a generator, and eventually a snowmobile. As his trades gained attention, people from across the internet followed his journey, and the offers became more bizarre and exciting. At one point, he traded for a recording contract, then for a role in an actual Hollywood film.
Finally, after just 14 trades, the town of Kipling in Saskatchewan made him an unbelievable offer: *“Give us the movie role, and we’ll give you a house.”* Kyle accepted—and moved into his new home, keys in hand. What began as a joke became an internet legend. He wrote a book called *One Red Paperclip""* and inspired millions with his creative thinking and fearless ambition. Sometimes, all it takes to change your life is a tiny red paperclip—and the courage to start your own crazy game.""",paperclip pic.png,paperclip ID.png,23,13,5,55,,,,,,,,,sm_1,1,filler_test,,,
10,1758455174737,21/09/2025 11:46,1758458774737,1,21/09/2025 13:46,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,post_single,post,yruilm,1,continue,,69612.19999999851,69598.3,69612.19999999851,69612.19999999851,69598.3,69612.19999999851,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,nasa,"Launching later this month, two new NASA missions will study bursts of solar energy that can impact technology and astronauts exploring space.

When the Sun’s magnetic fields reconnect and create a solar flare, it sends out streams of charged particles. NASA’s Interstellar Mapping and Acceleration Probe, or IMAP, will track this solar wind as it reaches the boundaries of the solar system and interacts with the local galactic neighborhood beyond.

IMAP will also be able to help provide real-time observations of the solar wind as it approaches Earth, providing about a half-hour’s warning of harmful radiation for spacecraft and astronauts. As Artemis astronauts venture beyond Earth’s magnetic protection to the Moon and Mars, IMAP’s data becomes ever more crucial to fill in missing puzzle pieces that will help mission planners predict and mitigate the effects of space weather.

It will share a ride to space with NASA’s Carruthers Geocorona Observatory. Carruthers will use its post nearly a million miles from Earth to view the exosphere, our home planet’s outermost atmospheric layer that plays a role in space weather.",nasa.png,nasaID.png,337,957,,125,32,,45,,,,,,sm_1,1,filler_test,,,
11,1758455180289,21/09/2025 11:46,1758458780289,1,21/09/2025 13:46,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,5,post_single,post,yruilm,1,continue,,5565.89999999851,5549.799999999988,5565.89999999851,5565.89999999851,5549.799999999988,5565.89999999851,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Pauline G,Selling my handmade beautiful jewellery in Liverpool - this weekend. Please visit and buy yourself some jewellery you never knew you needed! ,jewel.jpg,pg.jpg,,,,,,,,,,,,,sm_1,1,filler,,,
12,1758455191173,21/09/2025 11:46,1758458791173,1,21/09/2025 13:46,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,6,post_single,post,yruilm,1,continue,,10900.20000000004,10883.400000000023,10900.20000000004,10900.20000000004,10883.400000000023,10900.20000000004,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,daily_hack_zone,Cooking secret 🤫 #KitchenHack #LifeHacks #WhiskTrick #SmartTips #EverydayHacks#cooking #momhacks,avo.gif,avoID.png,6, ,,3,,,,,,,lia_m,Great - if you can find a ripe one!,sm_1,1,filler,,,
13,1758455214686,21/09/2025 11:46,1758458814686,1,21/09/2025 13:46,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,7,post_single,post,yruilm,1,action,surprise,23516.899999999994,23516.899999999994,23530.1999999985,23516.899999999994,23516.899999999994,23530.1999999985,1,13.299999998504063,0,react,Social Media,Social Media,1,object-19,post_single,natgeo,"Photo by @chrisburkard | Russia's remote, volcanic Kuril Islands sit along the Pacific Ring of Fire where runoff from the land creates dramatic color shifts in the water. The vibrant patterns are caused by suspended minerals and silt, constantly reshaped by tides and wind. In a region defined by isolation and tectonic unrest, even the ocean becomes a canvas of motion and change.",natgeo.png,natgoeID.png,45,98,,3,22,,,,,,,,sm_1,1,filler_test,,,
14,1758455226462,21/09/2025 11:47,1758458826462,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,7,post_single,post,yruilm,1,continue,,35305.79999999999,35299.5,35305.79999999999,35305.79999999999,35299.5,35305.79999999999,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,natgeo,"Photo by @chrisburkard | Russia's remote, volcanic Kuril Islands sit along the Pacific Ring of Fire where runoff from the land creates dramatic color shifts in the water. The vibrant patterns are caused by suspended minerals and silt, constantly reshaped by tides and wind. In a region defined by isolation and tectonic unrest, even the ocean becomes a canvas of motion and change.",natgeo.png,natgoeID.png,45,98,,3,22,,,,,,,,sm_1,1,filler_test,,,
15,1758455226464,21/09/2025 11:47,1758458826464,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,7,post_single,post,yruilm,1,response,surprise,23516.899999999994,35299.5,35307.79999999999,23516.899999999994,35299.5,35307.79999999999,1,11790.899999999994,0,react,Social Media,Social Media,1,object-19,post_single,natgeo,"Photo by @chrisburkard | Russia's remote, volcanic Kuril Islands sit along the Pacific Ring of Fire where runoff from the land creates dramatic color shifts in the water. The vibrant patterns are caused by suspended minerals and silt, constantly reshaped by tides and wind. In a region defined by isolation and tectonic unrest, even the ocean becomes a canvas of motion and change.",natgeo.png,natgoeID.png,45,98,,3,22,,,,,,,,sm_1,1,filler_test,,,
16,1758455232617,21/09/2025 11:47,1758458832617,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,8,post_single,post,yruilm,1,continue,,6161.399999994028,6149.6999999999825,6161.399999994028,6161.399999994028,6149.6999999999825,6161.399999994028,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,davidbeckham,Great evening with great company 🏆 @stellaartois 🍺 @arynasabalenka @nickjonas @rachelbrosnahan @mariasharapova,beckham.png,beckhamID.png,7868,126,,2453,12,1,,14,,,,,sm_1,1,filler,,,
17,1758455236951,21/09/2025 11:47,1758458836951,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,memory instructions,instr,lposw7,1,continue,,4345.699999994045,4333.3000000000175,4345.699999994045,4345.699999994045,4333.3000000000175,4345.699999994045,1,0,0,,Click To Continue,Continue Button,2,object-42,memory instructions,,,,,,,,,,,,,,,,,test_1,,,,,
18,1758455238907,21/09/2025 11:47,1758458838907,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,test item,ISI,jb9xyl,1,continue,,1966.7999999999884,1966.7999999999884,1966.7999999999884,1966.7999999999884,1966.7999999999884,1966.7999999999884,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_1,2,,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. "
19,1758455243827,21/09/2025 11:47,1758458843827,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,test item,test,ruwiaf,2,response,false,4921.69999999553,4916.600000000006,4921.69999999553,4921.69999999553,4916.600000000006,4921.69999999553,1,0,0,,Click Response,false response,9,object-11,test item,,,,,,,,,,,,,,,,,test_1,2,,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. "
20,1758455248943,21/09/2025 11:47,1758458848943,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,test item,test,ruwiaf,2,response,next,10038.09999999404,10032.799999999988,10038.09999999404,10038.09999999404,10032.799999999988,10038.09999999404,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_1,2,,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. "
21,1758455250906,21/09/2025 11:47,1758458850906,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,test item,ISI,jb9xyl,1,continue,,1967.100000000035,1967.100000000035,1967.100000000035,1967.100000000035,1967.100000000035,1967.100000000035,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_1,2,,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence
22,1758455254765,21/09/2025 11:47,1758458854765,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,test item,test,ruwiaf,2,response,true,3860.2999999955064,3849.7999999999884,3860.2999999955064,3860.2999999955064,3849.7999999999884,3860.2999999955064,1,0,0,,Click Response,true response,8,object-13,test item,,,,,,,,,,,,,,,,,test_1,2,,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence
23,1758455257675,21/09/2025 11:47,1758458857675,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,test item,test,ruwiaf,2,response,next,6769.799999995506,6766.099999999977,6769.799999995506,6769.799999995506,6766.099999999977,6769.799999995506,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_1,2,,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence
24,1758455259640,21/09/2025 11:47,1758458859640,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,test item,ISI,jb9xyl,1,continue,,1967.5,1967.5,1967.5,1967.5,1967.5,1967.5,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_1,2,,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares
25,1758455263424,21/09/2025 11:47,1758458863424,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,test item,test,ruwiaf,2,response,false,3782.5999999999767,3766,3782.5999999999767,3782.5999999999767,3766,3782.5999999999767,1,0,0,,Click Response,false response,9,object-11,test item,,,,,,,,,,,,,,,,,test_1,2,,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares
26,1758455266260,21/09/2025 11:47,1758458866260,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,test item,test,ruwiaf,2,response,next,6621,6616,6621,6621,6616,6621,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_1,2,,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares
27,1758455268221,21/09/2025 11:47,1758458868221,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,test item,ISI,jb9xyl,1,continue,,1966.2000000000116,1966.2000000000116,1966.2000000000116,1966.2000000000116,1966.2000000000116,1966.2000000000116,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_1,2,,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire 
28,1758455270275,21/09/2025 11:47,1758458870275,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,test item,test,ruwiaf,2,response,true,2053.899999994028,2050.0999999999767,2053.899999994028,2053.899999994028,2050.0999999999767,2053.899999994028,1,0,0,,Click Response,true response,8,object-13,test item,,,,,,,,,,,,,,,,,test_1,2,,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire 
29,1758455272326,21/09/2025 11:47,1758458872326,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,test item,test,ruwiaf,2,response,next,4105.199999998498,4100.5,4105.199999998498,4105.199999998498,4100.5,4105.199999998498,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_1,2,,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire 
30,1758455274665,21/09/2025 11:47,1758458874665,1,21/09/2025 13:47,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,sm continue,Screen 1,atwkw5,1,continue,,2343.1999999984982,2333.0999999999767,2343.1999999984982,2343.1999999984982,2333.0999999999767,2343.1999999984982,1,0,0,,Click To Continue,Continue Button,2,object-45,sm continue,,,,,,,,,,,,,,,,,sm_2,,,,,
31,1758455280281,21/09/2025 11:48,1758458880281,1,21/09/2025 13:48,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,9,post_single,post,yruilm,1,action,heart,5616.400000000023,5616.400000000023,5625.999999997031,5616.400000000023,5616.400000000023,5625.999999997031,1,9.599999997008126,0,react,Social Media,Social Media,1,object-19,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,,,45,32,,,,,,,sm_2,3,filler,,,
32,1758455288570,21/09/2025 11:48,1758458888570,1,21/09/2025 13:48,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,9,post_single,post,yruilm,1,continue,,13915.899999995541,13900,13915.899999995541,13915.899999995541,13900,13915.899999995541,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,,,45,32,,,,,,,sm_2,3,filler,,,
